"Car Make","Car Model","Year","Engine Size (L)","Horsepower","Torque (lb-ft)","0-60 MPH Time (seconds)","Price (in USD)","MPG"
"Maserati","MC20","2023","3.0","337.5","","4.355555555555556","","18.0"
"Porsche","911 Carrera 4S Cabriolet","2018","3.0","281.25","","3.641244444444444","","24.0"
"Porsche","Taycan 4S Performance Battery","2023","","","","","","82.0"
"Porsche","911 Carrera 4 GTS Cabriolet","2017","3.0","281.25","","3.641244444444444","","22.0"
"Porsche","718 Spyder RS","2024","4.0","300.0","","4.9","","16.0"
"Aston Martin","V8 Vantage S","2013","4.7","352.5","","4.170212765957447","","16.0"
"Porsche","Cayenne S","2007","4.8","300.0","","6.827333333333333","","15.0"
"Bentley","Azure","2007","6.7","628.125","","2.028258706467662","","11.0"
"Lamborghini","Huracan Spyder","2019","5.2","390.0","","3.5807692307692305","","15.0"
"Aston Martin","Virage Saloon","1991","5.3","331.25","","3.8460377358490567","","13.0"
"Ferrari","Testarossa","1985","4.9","367.5","","4.0","","11.0"
"Maserati","Biturbo 425","1986","2.5","156.25","","8.1536","","13.0"
"Porsche","Panamera 4S Executive","2014","3.0","281.25","","6.289422222222221","","20.0"
"Porsche","Boxster S","2015","3.4","255.0","","5.764705882352941","","22.0"
"Maserati","GranTurismo Convertible","2013","4.7","293.75","","4.3370212765957445","","15.0"
"Ferrari","3.2 Mondial/Cabriolet","1989","3.2","200.0","","5.39","","14.0"
"Bentley","Bentayga Speed","2022","6.0","562.5","","3.806755555555555","","14.0"
"Porsche","Panamera Turbo S Executive","2021","4.0","375.0","","4.717066666666666","","17.0"
"Ferrari","458 Italia","2011","4.5","337.5","","4.355555555555556","","14.0"
"Bentley","Azure","2003","6.8","637.5","","2.0","","12.0"
"Porsche","Panamera Turbo ST","2018","4.0","375.0","","4.717066666666666","","20.0"
"Porsche","Panamera 4 e-Hybrid ST","2021","2.9","271.875","","5.205039080459771","","22.0"
"Ferrari","Roma","2023","3.9","365.625","","3.484444444444444","","19.0"
"Porsche","Macan S","2024","2.9","271.875","","6.506298850574713","","19.0"
"Rolls-Royce","Corniche III","1991","6.8","425.0","","2.9976470588235293","","10.0"
"Porsche","911 Carrera S","2012","3.8","237.5","","4.538947368421053","","21.0"
"Lamborghini","Aventador Roadster","2021","6.5","487.5","","2.864615384615385","","10.0"
"Porsche","718 Boxster","2023","2.0","225.0","","6.533333333333333","","24.0"
"Rolls-Royce","Phantom Coupe","2016","6.7","418.75","","3.3934328358208954","","14.0"
"Maserati","Quattroporte","2013","4.7","293.75","","6.338723404255319","","14.0"
"Porsche","Cayman","2015","2.7","202.5","","7.2592592592592595","","25.0"
"Ferrari","GTC4Lusso","2020","6.3","393.75","","2.6008888888888886","","13.0"
"Porsche","Boxster S","2004","3.2","240.0","","6.125","","18.0"
"Bentley","Azure","1998","6.7","628.125","","2.028258706467662","","12.0"
"Bugatti","Veyron","2015","8.0","900.0","","2.0","","10.0"
"Spyker","C8 Spyder","2006","4.2","315.0","","4.666666666666667","","15.0"
"Aston Martin","DB11 V8","2018","4.0","375.0","","2.8746666666666663","","20.0"
"Lamborghini","Huracan 2WD","2019","5.2","390.0","","3.769230769230769","","15.0"
"Porsche","Panamera S Hybrid","2013","3.0","262.5","","7.093333333333333","","25.0"
"Porsche","Carrera 2 911 GT3","2004","3.6","270.0","","5.444444444444444","","16.0"
"Lamborghini","Murcielago","2008","6.5","487.5","","2.864615384615385","","10.0"
"Ferrari","Portofino","2020","3.9","365.625","","2.9483760683760685","","18.0"
"Porsche","911 GT2","2008","3.6","405.0","","3.6296296296296298","","19.0"
"Porsche","Cayenne S","2006","4.5","281.25","","7.282488888888889","","14.0"
"Porsche","Taycan Turbo Cross Turismo","2021","","","","","","72.0"
"Maserati","Ghibli S","2021","3.0","281.25","","5.7493333333333325","","20.0"
"Spyker","C8 Spyder Wide Body","2005","4.2","315.0","","4.666666666666667","","15.0"
"Bentley","Mulsanne","2020","6.8","637.5","","2.5364705882352943","","12.0"
"Porsche","Cayenne Turbo S e-Hybrid","2023","4.0","375.0","","4.568106666666667","","18.0"
"Porsche","Cayenne S","2022","2.9","271.875","","7.876045977011494","","18.0"
"Rolls-Royce","Ghost","2012","6.6","618.75","","3.009292929292929","","15.0"
"Porsche","Taycan 4S Cross Turismo","2024","","","","","","78.0"
"Porsche","911 Turbo","1994","3.6","225.0","","4.791111111111111","","14.0"
"Lamborghini","DB132/144 - Diablo","1997","5.7","427.5","","3.266666666666666","","10.0"
"Porsche","911 GT3 RS","2019","4.0","300.0","","4.9","","16.0"
"Porsche","Panamera Turbo","2019","4.0","375.0","","4.717066666666666","","21.0"
"Bentley","Bentayga","2022","4.0","375.0","","5.710133333333333","","18.0"
"Porsche","Cayenne Turbo","2004","4.5","421.875","","4.854992592592592","","14.0"
"Maserati","Levante Modena","2022","3.0","281.25","","7.61351111111111","","18.0"
"Maserati","Ghibli V6 SQ4","2016","3.0","281.25","","5.4618666666666655","","19.0"
"Porsche","Boxster GTS","2016","3.4","255.0","","5.764705882352941","","25.0"
"Maserati","Levante Modena V8","2022","3.8","356.25","","6.0106666666666655","","16.0"
"Ferrari","Monza SP1","2023","6.5","487.5","","3.0153846153846153","","13.0"
"Porsche","Panamera 4S Executive","2023","2.9","271.875","","6.506298850574713","","19.0"
"Porsche","Panamera Turbo S e-Hybrid","2023","4.0","375.0","","3.773653333333333","","19.0"
"Rolls-Royce","Eight/Mulsanne S and S","1992","6.8","425.0","","3.804705882352941","","11.0"
"Porsche","Cayenne S Hybrid","2014","3.0","262.5","","8.157333333333334","","21.0"
"Rolls-Royce","Park Ward","1997","6.8","637.5","","2.9207843137254903","","11.0"
"Lamborghini","L-147/148 Murcielago","2005","6.2","465.0","","3.0032258064516126","","11.0"
"Lamborghini","Huracan Spyder","2017","5.2","390.0","","3.5807692307692305","","16.0"
"Porsche","911 Dakar","2023","3.0","281.25","","3.641244444444444","","19.0"
"Ferrari","GTC4Lusso","2018","6.3","393.75","","2.6008888888888886","","13.0"
"Rolls-Royce","Phantom EWB","2014","6.7","418.75","","4.446567164179104","","14.0"
"Porsche","Panamera 4 ST","2021","2.9","271.875","","6.506298850574713","","20.0"
"Porsche","Macan","2021","2.0","187.5","","9.434133333333332","","21.0"
"Alfa Romeo","Spider Veloce 2000","1985","2.0","150.0","","9.8","","21.0"
"Porsche","911 Carrera 4S","2017","3.0","281.25","","3.641244444444444","","23.0"
"Porsche","911 GT3 Touring","2018","4.0","300.0","","4.9","","17.0"
"Porsche","Turbo 2 911 GT2","2005","3.6","405.0","","3.6296296296296298","","16.0"
"Maserati","Spyder","1989","2.8","315.0","","4.666666666666667","","15.0"
"Porsche","Cayenne GTS","2013","4.8","300.0","","7.137666666666667","","16.0"
"Porsche","911 Targa 4 GTS","2022","3.0","281.25","","3.641244444444444","","19.0"
"Ferrari","Mondial T/Cabriolet","1989","3.4","212.5","","5.995294117647059","","13.0"
"Porsche","Panamera 4","2018","3.0","281.25","","6.289422222222221","","23.0"
"Lotus","Esprit Turbo","1988","2.2","247.5","","5.9393939393939394","","18.0"
"Porsche","911 Carrera 4 Cabriolet","2011","3.6","225.0","","4.551555555555556","","21.0"
"Rolls-Royce","Silver Spirit/Silver Spur","1988","6.8","425.0","","3.804705882352941","","9.0"
"Maserati","Ghibli Modena AWD","2022","3.0","281.25","","5.4618666666666655","","19.0"
"Aston Martin","DB9 Volante","2007","5.9","368.75","","2.9233898305084747","","13.0"
"Lamborghini","Veneno Roadster","2015","6.5","487.5","","2.864615384615385","","13.0"
"Porsche","Cayenne Turbo GT","2023","4.0","375.0","","5.710133333333333","","16.0"
"Porsche","911 GT3","2019","4.0","300.0","","4.9","","17.0"
"Maserati","Quattroporte Modena AWD","2023","3.0","281.25","","6.289422222222221","","20.0"
"Porsche","911 Carrera Cabriolet","2018","3.0","281.25","","3.832888888888889","","24.0"
"Porsche","911 Turbo","1992","3.3","309.375","","3.484444444444444","","14.0"
"Porsche","Boxster S","2018","2.5","281.25","","5.226666666666667","","22.0"
"Aston Martin","DB-7 GT Volante","2003","5.9","368.75","","2.9233898305084747","","11.0"
"Lotus","Esprit Turbo","1990","2.2","247.5","","5.9393939393939394","","19.0"
"Lamborghini","Huracan Coupe 2WD","2024","5.2","390.0","","3.769230769230769","","15.0"
"Porsche","944 S2","1991","3.0","187.5","","5.7493333333333325","","18.0"
"Porsche","Carrera 2 S Cabriolet","2008","3.8","237.5","","4.538947368421053","","20.0"
"Bentley","Continental GT Convertible","2020","4.0","375.0","","2.7309333333333328","","19.0"
"Lamborghini","Countach","1988","5.2","390.0","","3.769230769230769","","7.0"
"Lotus","Esprit V8","2001","3.5","393.75","","3.733333333333333","","19.0"
"Porsche","911 Carrera 4 GTS","2016","3.8","237.5","","4.312","","21.0"
"Lamborghini","Urus Performante","2023","4.0","375.0","","3.972266666666666","","16.0"
"Rolls-Royce","Cullinan","2024","6.7","628.125","","2.519721393034826","","14.0"
"Porsche","911 Turbo","2019","3.8","356.25","","2.8746666666666667","","21.0"
"Rolls-Royce","Dawn Black Badge","2020","6.6","618.75","","2.2965656565656567","","14.0"
"Porsche","Panamera 4S","2010","4.8","300.0","","5.896333333333333","","19.0"
"Porsche","Taycan GTS Sport Turismo","2023","","","","","","80.0"
"Bentley","Continental GTC","2007","6.0","562.5","","2.151644444444444","","13.0"
"Maserati","Coupe Cambiocorsa/Coupe GT","2003","4.2","262.5","","4.8533333333333335","","12.0"
"Porsche","Panamera 4S Executive","2021","2.9","271.875","","6.506298850574713","","19.0"
"Ferrari","Roma","2024","3.9","365.625","","3.484444444444444","","19.0"
"Porsche","Cayenne S","2011","4.8","300.0","","6.827333333333333","","18.0"
"Rolls-Royce","Phantom Drophead Coupe","2015","6.7","418.75","","3.3934328358208954","","14.0"
"Lamborghini","Huracan Spyder","2016","5.2","390.0","","3.5807692307692305","","16.0"
"Porsche","Cayenne S","2016","3.6","337.5","","6.344592592592592","","19.0"
"Lamborghini","Urus Performante","2024","4.0","375.0","","3.972266666666666","","16.0"
"Ferrari","SF90 Stradale","2024","3.9","438.75","","2.546324786324786","","18.0"
"Porsche","911 Carrera 4 GTS","2024","3.0","281.25","","3.641244444444444","","19.0"
"Rolls-Royce","Spectre (23 inch wheels)","2024","","","","","","74.0"
"Alfa Romeo","Giulia AWD","2020","2.0","187.5","","8.1928","","26.0"
"Rolls-Royce","Phantom","2012","6.7","418.75","","4.446567164179104","","14.0"
"Porsche","944 S","1988","2.5","156.25","","6.8992","","19.0"
"Porsche","911 Targa 4S","2022","3.0","281.25","","3.641244444444444","","20.0"
"Maserati","Quattroporte/QP Sport GT","2007","4.2","262.5","","7.093333333333333","","13.0"
"Maserati","GranTurismo","2009","4.2","262.5","","4.8533333333333335","","15.0"
"Aston Martin","Rapide S","2018","6.0","375.0","","3.3973333333333335","","17.0"
"Rolls-Royce","Continental T","1997","6.8","637.5","","2.0","","12.0"
"Lotus","Evora","2018","3.5","306.25","","3.52","","20.0"
"Bentley","Mulsanne","2014","6.8","637.5","","2.5364705882352943","","13.0"
"Porsche","Panamera","2018","3.0","281.25","","6.620444444444444","","24.0"
"Aston Martin","Vanquish","2015","6.0","375.0","","2.8746666666666663","","16.0"
"Porsche","911 Carrera GTS Cabriolet","2017","3.0","281.25","","3.832888888888889","","22.0"
"Aston Martin","DB11 V12","2021","5.2","487.5","","2.2112820512820512","","18.0"
"Maserati","430","1991","2.8","262.5","","4.8533333333333335","","14.0"
"Porsche","Panamera S","2012","4.8","300.0","","6.206666666666666","","19.0"
"Rolls-Royce","Silver Spur","1998","6.7","628.125","","2.5743283582089553","","12.0"
"Porsche","Cayenne S","2024","4.0","375.0","","5.710133333333333","","17.0"
"Alfa Romeo","Spider","1989","2.0","150.0","","9.8","","21.0"
"Rolls-Royce","Corniche IV","1993","6.8","425.0","","2.9976470588235293","","11.0"
"Maserati","GranTurismo Convertible","2014","4.7","293.75","","4.3370212765957445","","15.0"
"Rolls-Royce","Silver Spur/Silver Dawn","1996","6.8","425.0","","3.804705882352941","","12.0"
"Bugatti","Chiron Pur Sport","2022","8.0","900.0","","2.0","","9.0"
"Ferrari","Ferrari Mondial T/Cabriolet","1993","3.4","212.5","","5.995294117647059","","13.0"
"Porsche","Macan Turbo","2016","3.6","337.5","","5.241185185185184","","19.0"
"Porsche","911 Turbo S Cabriolet","2018","3.8","356.25","","2.8746666666666667","","21.0"
"Maserati","Ghibli Modena RWD","2023","3.0","281.25","","5.7493333333333325","","20.0"
"Aston Martin","Vantage V8","2020","4.0","450.0","","3.2666666666666666","","20.0"
"Bentley","Brooklands R Limo","1998","6.7","628.125","","2.964378109452736","","11.0"
"Maserati","Ghibli V6","2015","3.0","281.25","","5.7493333333333325","","19.0"
"Ferrari","Ferrari 512 TR","1993","4.9","367.5","","4.0","","11.0"
"Porsche","Macan GTS","2017","3.0","281.25","","6.289422222222221","","19.0"
"Alfa Romeo","Giulia AWD","2019","2.0","187.5","","8.1928","","26.0"
"Rolls-Royce","Silver Spirit III/Spur III","1994","6.8","425.0","","3.804705882352941","","11.0"
"Bentley","Continental R","2003","6.8","637.5","","2.2290196078431372","","12.0"
"Porsche","Macan T","2023","2.0","187.5","","9.434133333333332","","21.0"
"Morgan","Plus Eight","2003","4.0","300.0","","4.9","","17.0"
"Rolls-Royce","Limousine","1996","6.8","425.0","","4.381176470588235","","12.0"
"Rolls-Royce","Limousine","1997","6.8","425.0","","4.381176470588235","","12.0"
"Porsche","911 GT3 RS","2023","4.0","300.0","","4.9","","16.0"
"Rolls-Royce","Silver Spirit/Spur/Mulsanne","1985","6.8","425.0","","3.804705882352941","","9.0"
"Porsche","Cayenne Turbo","2014","4.8","450.0","","4.758444444444444","","17.0"
"Porsche","Cayenne Turbo Coupe","2020","4.0","375.0","","5.710133333333333","","17.0"
"Porsche","Cayenne GTS","2021","4.0","375.0","","5.710133333333333","","17.0"
"Ferrari","812 Superfast","2018","6.5","487.5","","3.0153846153846153","","13.0"
"Rolls-Royce","Ghost Extended","2022","6.7","628.125","","2.8161592039800993","","14.0"
"Bentley","Bentayga Hybrid","2023","3.0","281.25","","6.090808888888888","","20.0"
"Maserati","GranTurismo","2016","4.7","293.75","","4.3370212765957445","","16.0"
"Porsche","Cayenne Platinum","2017","3.6","225.0","","9.516888888888888","","19.0"
"Rolls-Royce","Camargue","1985","6.8","425.0","","3.3435294117647056","","8.0"
"Bentley","Continental Supersports Convertible","2011","6.0","562.5","","2.151644444444444","","14.0"
"Porsche","Macan","2019","2.0","187.5","","9.434133333333332","","21.0"
"Porsche","Taycan 4S Perf Battery Plus","2022","","","","","","77.0"
"Porsche","Panamera GTS ST","2021","4.0","375.0","","4.717066666666666","","17.0"
"Porsche","Cayenne S","2017","3.6","337.5","","6.344592592592592","","20.0"
"Lamborghini","DB132/144 Diablo","2001","6.0","450.0","","3.103333333333333","","11.0"
"Porsche","Macan","2020","2.0","187.5","","9.434133333333332","","21.0"
"Lamborghini","DB132/Diablo","1996","5.7","427.5","","3.266666666666666","","10.0"
"Porsche","Cayenne Turbo S","2016","4.8","450.0","","4.758444444444444","","16.0"
"Lamborghini","Urus","2019","4.0","375.0","","5.710133333333333","","14.0"
"Lamborghini","Aventador Coupe","2022","6.5","487.5","","2.864615384615385","","11.0"
"Porsche","Panamera","2023","2.9","271.875","","6.848735632183908","","20.0"
"Porsche","Panamera Turbo","2018","4.0","375.0","","4.717066666666666","","21.0"
"Porsche","Taycan 4S Performance Battery","2024","","","","","","82.0"
"Rolls-Royce","Dawn","2019","6.6","618.75","","2.2965656565656567","","14.0"
"Porsche","911 Turbo S Cabriolet","2012","3.8","356.25","","3.0259649122807017","","19.0"
"Ferrari","Ferrari 456 GT","1995","5.5","343.75","","3.7061818181818182","","11.0"
"Porsche","928 S","1987","5.0","312.5","","3.4496","","16.0"
"Porsche","Cayenne","2017","3.6","225.0","","9.516888888888888","","20.0"
"Porsche","Panamera S","2011","4.8","300.0","","6.206666666666666","","19.0"
"Porsche","Cayenne GTS","2014","4.8","300.0","","7.137666666666667","","16.0"
"Alfa Romeo","4C","2019","1.8","202.5","","7.2592592592592595","","28.0"
"Aston Martin","DB11 V12","2022","5.2","487.5","","2.2112820512820512","","17.0"
"Bentley","Bentayga","2023","4.0","375.0","","5.710133333333333","","17.0"
"Ferrari","Mondial/Cabriolet","1986","3.2","200.0","","5.39","","13.0"
"Ferrari","348 TB/TS","1990","3.4","255.0","","5.764705882352941","","14.0"
"Porsche","Panamera Turbo S ST","2023","4.0","375.0","","4.717066666666666","","17.0"
"Porsche","Taycan Perf Battery","2022","","","","","","79.0"
"Ferrari","348 TB/TS","1992","3.4","255.0","","5.764705882352941","","14.0"
"Porsche","Panamera 4","2011","3.6","225.0","","7.861777777777778","","21.0"
"Alfa Romeo","GTV","1986","2.5","156.25","","6.8992","","19.0"
"Bentley","Arnage","2002","6.8","637.5","","2.5364705882352943","","11.0"
"Lamborghini","Urus","2020","4.0","375.0","","5.710133333333333","","14.0"
"Porsche","Turbo 2 911 Gt2","2004","3.6","405.0","","3.6296296296296298","","16.0"
"Porsche","Taycan GTS Sport Turismo","2024","","","","","","80.0"
"Ferrari","328 GTS/GTB","1986","3.2","240.0","","6.125","","13.0"
"Porsche","Panamera GTS ST","2022","4.0","375.0","","4.717066666666666","","17.0"
"Porsche","911 Carrera 4S","2015","3.8","237.5","","4.312","","22.0"
"Porsche","Cayenne","2010","3.6","225.0","","9.103111111111112","","16.0"
"Rolls-Royce","Phantom EWB","2021","6.7","628.125","","2.964378109452736","","14.0"
"Pagani","Huayra Coupe","2016","6.0","675.0","","2.177777777777778","","13.0"
"Ferrari","GTC4Lusso T","2019","3.9","365.625","","2.9483760683760685","","17.0"
"Ferrari","Daytona SP3","2024","6.5","487.5","","3.0153846153846153","","13.0"
"Lotus","Esprit V8","2000","3.5","393.75","","3.733333333333333","","16.0"
"Bentley","Mulsanne","2017","6.8","637.5","","2.5364705882352943","","14.0"
"Rolls-Royce","Cullinan","2021","6.7","628.125","","2.519721393034826","","14.0"
"Porsche","Cayenne S Coupe","2022","2.9","271.875","","7.876045977011494","","18.0"
"Porsche","Panamera","2019","3.0","281.25","","6.620444444444444","","22.0"
"Maserati","MC20","2022","3.0","337.5","","4.355555555555556","","18.0"
"Porsche","Cayenne Turbo","2021","4.0","375.0","","5.710133333333333","","17.0"
"Porsche","911 Carrera Cabriolet","2022","3.0","281.25","","3.832888888888889","","20.0"
"Porsche","911 GT3","2011","3.8","285.0","","5.157894736842105","","16.0"
"Porsche","Cayenne S","2004","4.5","281.25","","7.282488888888889","","14.0"
"Ferrari","Testarossa","1988","4.9","367.5","","4.0","","11.0"
"Maserati","GranTurismo Convertible","2010","4.7","293.75","","4.3370212765957445","","15.0"
